34:40.7,http://192.168.1.137,43721
34:41.4,http://192.168.1.137,725
34:42.8,http://192.168.1.137,1386
34:44.7,http://192.168.1.137,1866
34:47.1,http://192.168.1.137,2403
35:05.4,http://192.168.1.137,18354
35:08.1,http://192.168.1.137,2635
35:27.1,http://192.168.1.137,18991
35:29.8,http://192.168.1.137,2714
35:33.3,http://192.168.1.137,3491
35:36.0,http://192.168.1.137,2745
35:39.0,http://192.168.1.137,2938
35:42.5,http://192.168.1.137,3528
35:45.4,http://192.168.1.137,2926
35:48.6,http://192.168.1.137,3185
34:40.5,http://192.168.1.137,43499
34:41.0,http://192.168.1.137,529
34:42.4,http://192.168.1.137,1378
34:44.5,http://192.168.1.137,2072
34:47.1,http://192.168.1.137,2663
35:05.7,http://192.168.1.137,18538
35:07.8,http://192.168.1.137,2087
35:10.6,http://192.168.1.137,2881
35:13.5,http://192.168.1.137,2892
35:16.4,http://192.168.1.137,2854
35:52.4,http://192.168.1.137,36012
35:55.7,http://192.168.1.137,3279
35:59.0,http://192.168.1.137,3362
36:02.6,http://192.168.1.137,3568
36:05.6,http://192.168.1.137,3005
34:39.3,http://192.168.1.137,42359
34:39.8,http://192.168.1.137,470
34:40.4,http://192.168.1.137,612
34:40.9,http://192.168.1.137,511
34:42.2,http://192.168.1.137,1232
34:55.8,http://192.168.1.137,13634
34:58.3,http://192.168.1.137,2482
35:00.8,http://192.168.1.137,2530
35:03.0,http://192.168.1.137,2168
35:05.4,http://192.168.1.137,2408
36:17.8,http://192.168.1.137,72403
36:21.1,http://192.168.1.137,3301
36:24.5,http://192.168.1.137,3436
36:27.6,http://192.168.1.137,3100
36:30.9,http://192.168.1.137,3267
35:05.0,http://192.168.1.137,67998
35:07.5,http://192.168.1.137,2477
35:10.6,http://192.168.1.137,3133
35:13.5,http://192.168.1.137,2872
35:16.2,http://192.168.1.137,2750
35:32.9,http://192.168.1.137,16702
35:36.4,http://192.168.1.137,3458
35:40.3,http://192.168.1.137,3872
35:44.0,http://192.168.1.137,3718
35:46.5,http://192.168.1.137,2494
35:49.4,http://192.168.1.137,2954
35:52.7,http://192.168.1.137,3295
35:55.7,http://192.168.1.137,2969
35:59.1,http://192.168.1.137,3379
36:02.3,http://192.168.1.137,3280
34:24.3,http://192.168.1.137,27329
34:27.0,http://192.168.1.137,2728
34:31.0,http://192.168.1.137,3963
34:33.4,http://192.168.1.137,2433
34:35.1,http://192.168.1.137,1659
35:34.6,http://192.168.1.137,59514
35:38.0,http://192.168.1.137,3344
35:41.0,http://192.168.1.137,3052
36:51.2,http://192.168.1.137,70231
36:51.3,http://192.168.1.137,52
36:51.3,http://192.168.1.137,51
36:51.4,http://192.168.1.137,44
36:51.4,http://192.168.1.137,47
36:51.5,http://192.168.1.137,50
36:51.5,http://192.168.1.137,51
34:36.6,http://192.168.1.137,39643
34:37.6,http://192.168.1.137,968
34:38.7,http://192.168.1.137,1054
34:39.5,http://192.168.1.137,843
34:40.3,http://192.168.1.137,820
35:06.6,http://192.168.1.137,26292
35:09.1,http://192.168.1.137,2460
35:11.9,http://192.168.1.137,2824
35:14.6,http://192.168.1.137,2693
35:17.3,http://192.168.1.137,2756
35:33.6,http://192.168.1.137,16218
35:36.9,http://192.168.1.137,3333
35:40.1,http://192.168.1.137,3232
35:43.0,http://192.168.1.137,2873
35:46.0,http://192.168.1.137,3029
34:18.6,http://192.168.1.137,21631
34:21.5,http://192.168.1.137,2867
34:24.8,http://192.168.1.137,3341
34:28.5,http://192.168.1.137,3722
34:32.0,http://192.168.1.137,3429
35:36.6,http://192.168.1.137,64587
35:39.6,http://192.168.1.137,3030
35:43.9,http://192.168.1.137,4314
35:46.5,http://192.168.1.137,2555
35:49.9,http://192.168.1.137,3410
35:52.7,http://192.168.1.137,2806
35:55.8,http://192.168.1.137,3160
35:59.4,http://192.168.1.137,3535
36:02.8,http://192.168.1.137,3465
36:06.2,http://192.168.1.137,3318
34:18.4,http://192.168.1.137,21455
34:20.5,http://192.168.1.137,2014
34:23.6,http://192.168.1.137,3177
34:26.9,http://192.168.1.137,3248
34:30.5,http://192.168.1.137,3652
35:09.8,http://192.168.1.137,39241
35:13.3,http://192.168.1.137,3523
35:16.4,http://192.168.1.137,3060
35:19.1,http://192.168.1.137,2741
35:22.2,http://192.168.1.137,3112
35:40.4,http://192.168.1.137,18164
35:45.9,http://192.168.1.137,5568
36:07.4,http://192.168.1.137,21409
36:10.2,http://192.168.1.137,2870
36:13.2,http://192.168.1.137,2991
34:18.6,http://192.168.1.137,21581
34:21.0,http://192.168.1.137,2410
34:25.0,http://192.168.1.137,3993
34:28.0,http://192.168.1.137,3014
34:31.3,http://192.168.1.137,3322
35:03.9,http://192.168.1.137,32583
35:06.2,http://192.168.1.137,2354
35:08.5,http://192.168.1.137,2233
35:11.9,http://192.168.1.137,3439
35:14.6,http://192.168.1.137,2664
35:17.0,http://192.168.1.137,2414
35:19.8,http://192.168.1.137,2796
35:22.6,http://192.168.1.137,2836
35:24.8,http://192.168.1.137,2184
35:26.8,http://192.168.1.137,1958
34:18.4,http://192.168.1.137,21388
34:20.8,http://192.168.1.137,2452
34:24.2,http://192.168.1.137,3363
34:27.6,http://192.168.1.137,3386
34:30.8,http://192.168.1.137,3177
35:04.4,http://192.168.1.137,33688
35:26.9,http://192.168.1.137,22420
35:29.4,http://192.168.1.137,2584
35:32.8,http://192.168.1.137,3325
35:36.2,http://192.168.1.137,3391
36:00.2,http://192.168.1.137,24082
36:03.4,http://192.168.1.137,3132
36:06.3,http://192.168.1.137,2914
36:09.2,http://192.168.1.137,2899
36:12.1,http://192.168.1.137,2898
34:18.5,http://192.168.1.137,21475
34:21.1,http://192.168.1.137,2668
34:25.1,http://192.168.1.137,3924
34:27.9,http://192.168.1.137,2808
34:31.0,http://192.168.1.137,3109
34:33.1,http://192.168.1.137,2158
34:35.0,http://192.168.1.137,1869
34:35.9,http://192.168.1.137,865
34:36.9,http://192.168.1.137,1030
34:38.0,http://192.168.1.137,1141
34:38.8,http://192.168.1.137,802
34:39.5,http://192.168.1.137,639
34:40.0,http://192.168.1.137,487
34:40.6,http://192.168.1.137,608
34:41.2,http://192.168.1.137,586
34:35.3,http://192.168.1.137,38336
34:36.1,http://192.168.1.137,807
34:37.3,http://192.168.1.137,1186
34:38.2,http://192.168.1.137,854
34:39.0,http://192.168.1.137,816
35:30.1,http://192.168.1.137,51117
35:33.5,http://192.168.1.137,3405
35:36.9,http://192.168.1.137,3428
35:40.1,http://192.168.1.137,3165
35:42.9,http://192.168.1.137,2800
35:46.1,http://192.168.1.137,3226
35:49.5,http://192.168.1.137,3362
